movieId,title,title_clean,year,decade,genres,genres_array,revenue,budget,roi,avg_rating,rating_count,rating_stddev
4929,"When U. S. Bates told his son he could have any present he wanted, he picked the most outrageous gift of all... Jack Brown.","When U. S. Bates told his son he could have any present he wanted, he picked the most outrageous gift of all... Jack Brown.",,,Comedy|Family,Comedy|Family,,0.0,,,0,
125776,Mafia Connection (1970),Mafia Connection,1970.0,1970.0,Crime,Crime,,,,,0,
1127,The Abyss,The Abyss,,,Adventure|Action|Thriller|Science Fiction,Adventure|Action|Thriller|Science Fiction,90000098.0,70000000.0,0.28571568571428574,3.5277777777777777,18,0.9350018155392692
8932,It's Alive (1974),It's Alive,1974.0,1970.0,Horror,Horror,,,,,0,
97872,Living with the Fosters,Living with the Fosters,,,Comedy,Comedy,0.0,0.0,,,0,
26699,Close-Up,Close-Up,,,Crime|Documentary|Drama,Crime|Documentary|Drama,0.0,0.0,,,0,
166445,Säälistäjät,Säälistäjät,,,[],[],0.0,0.0,,,0,
136660,Larry Gaye: Renegade Male Flight Attendant,Larry Gaye: Renegade Male Flight Attendant,,,Comedy,Comedy,0.0,0.0,,,0,
180683,I Wonder Who's Kissing Her Now (1947),I Wonder Who's Kissing Her Now,1947.0,1940.0,Unknown,Unknown,,,,,0,
151791,A Gift Wrapped Christmas,A Gift Wrapped Christmas,,,TV Movie|Drama|Family,TV Movie|Drama|Family,0.0,0.0,,,0,
205345,Payback (2007),Payback,2007.0,2000.0,Crime|Drama,Crime|Drama,,,,,0,
111447,The Treasure Hunter,The Treasure Hunter,,,Action|Adventure|Fantasy|Science Fiction,Action|Adventure|Fantasy|Science Fiction,0.0,0.0,,,0,
165287,The Swap,The Swap,,,Comedy|TV Movie,Comedy|TV Movie,0.0,0.0,,,0,
87560,"Pride of St. Louis, The (1952)","Pride of St. Louis, The",1952.0,1950.0,Drama,Drama,,0.0,,,0,
167666,The Capture of the Green River Killer,The Capture of the Green River Killer,,,Drama|Mystery|Thriller|Crime,Drama|Mystery|Thriller|Crime,0.0,0.0,,,0,
188017,The Maus (2017),The Maus,2017.0,2010.0,Drama|Fantasy|Horror,Drama|Fantasy|Horror,,,,,0,
132478,"[{'iso_639_1': 'et', 'name': 'Eesti'}]","[{'iso_639_1': 'et', 'name': 'Eesti'}]",,,Comedy|Thriller,Comedy|Thriller,,0.0,,,0,
1084,Bonnie and Clyde,Bonnie and Clyde,,,Crime|Drama,Crime|Drama,50700000.0,2500000.0,19.28,3.6666666666666665,3,0.2357022603955192
183931,Girl Boss Guerilla (1972),Girl Boss Guerilla,1972.0,1970.0,Action,Action,,,,,0,
137445,The Riverman,The Riverman,,,Crime|Drama|Thriller,Crime|Drama|Thriller,0.0,0.0,,,0,
97705,Where the Boys Are '84,Where the Boys Are '84,,,Comedy|Romance,Comedy|Romance,10530000.0,0.0,,,0,
56941,P.S. I Love You,P.S. I Love You,,,Drama|Romance,Drama|Romance,156835339.0,30000000.0,4.2278446333333335,2.5,1,
172757,Body to Body,Body to Body,,,Thriller,Thriller,0.0,0.0,,,0,
128423,No One Would Tell (1996),No One Would Tell,1996.0,1990.0,Crime|Drama,Crime|Drama,,,,,0,
143406,Blood of My Blood,Blood of My Blood,,,Drama,Drama,0.0,0.0,,,0,
96565,Bachelorette,Bachelorette,,,Comedy|Romance,Comedy|Romance,11947954.0,3000000.0,2.9826513333333335,,0,
2563,Dangerous Beauty,Dangerous Beauty,,,Drama|Romance,Drama|Romance,0.0,0.0,,,0,
145660,Crazy Desires of a Murderer (1977),Crazy Desires of a Murderer,1977.0,1970.0,Horror,Horror,,,,,0,
121434,The Night Fighters (1960),The Night Fighters,1960.0,1960.0,Action|Drama|Romance|War,Action|Drama|Romance|War,,,,,0,
205865,A Mongolian Tale (1995),A Mongolian Tale,1995.0,1990.0,Unknown,Unknown,,,,,0,
59667,Nina's Heavenly Delights,Nina's Heavenly Delights,,,Romance|Comedy|Drama,Romance|Comedy|Drama,0.0,0.0,,,0,
83291,The Order of Myths,The Order of Myths,,,Documentary,Documentary,0.0,0.0,,,0,
126309,Vessel of Wrath,Vessel of Wrath,,,Comedy|Drama|Romance,Comedy|Drama|Romance,0.0,0.0,,,0,
140287,Rosebud (1975),Rosebud,1975.0,1970.0,Action|Thriller,Action|Thriller,,,,,0,
2393,The battle for paradise has begun.,The battle for paradise has begun.,,,Science Fiction|Action|Adventure|Thriller,Science Fiction|Action|Adventure|Thriller,,70000000.0,,2.0,1,
139563,Primary Motive (1992),Primary Motive,1992.0,1990.0,Unknown,Unknown,,,,,0,
114680,Rigor Mortis,Rigor Mortis,,,Horror|Action|Drama,Horror|Action|Drama,7865.0,0.0,,,0,
1699,The Butcher Boy,The Butcher Boy,,,Comedy|Drama,Comedy|Drama,0.0,0.0,,,0,
178343,Mary's Land (2013),Mary's Land,2013.0,2010.0,Comedy|Documentary|Drama|Mystery,Comedy|Documentary|Drama|Mystery,,,,,0,
71821,Shorts,Shorts,,,Comedy|Family,Comedy|Family,28972508.0,40000000.0,-0.2756873,,0,
5287,"After Dark, My Sweet","After Dark, My Sweet",,,Crime|Drama|Mystery,Crime|Drama|Mystery,0.0,0.0,,,0,
207576,The Good Soldier Svejk (1955),The Good Soldier Svejk,1955.0,1950.0,Animation|Comedy,Animation|Comedy,,,,,0,
131650,Sherlock Holmes in New York,Sherlock Holmes in New York,,,Thriller,Thriller,0.0,0.0,,,0,
79760,Facing Ali,Facing Ali,,,Documentary,Documentary,0.0,0.0,,,0,
199049,The After (2014),The After,2014.0,2010.0,Drama|Fantasy|Mystery,Drama|Fantasy|Mystery,,,,,0,
193165,The Great Moment (1944),The Great Moment,1944.0,1940.0,Comedy|Drama,Comedy|Drama,,,,,0,
6825,The Reluctant Astronaut,The Reluctant Astronaut,,,Science Fiction|Comedy|Family,Science Fiction|Comedy|Family,0.0,0.0,,,0,
171981,Superpowerless (2016),Superpowerless,2016.0,2010.0,Comedy|Drama,Comedy|Drama,,,,,0,
86337,Jolson Sings Again,Jolson Sings Again,,,Drama|Music,Drama|Music,0.0,0.0,,,0,
171163,0,0,,,Comedy,Comedy,0.219714,0.0,,,0,
203020,Funan (2019),Funan,2019.0,2010.0,Animation,Animation,,,,,0,
130418,The California Kid (1974),The California Kid,1974.0,1970.0,Action|Thriller,Action|Thriller,,,,,0,
205273,Running with Beto (2019),Running with Beto,2019.0,2010.0,Documentary,Documentary,,,,,0,
121294,Man Exposed,Man Exposed,,,Comedy|Drama,Comedy|Drama,0.0,0.0,,,0,
141564,Body and Soul,Body and Soul,,,Drama|Romance,Drama|Romance,0.0,0.0,,,0,
1352,Albino Alligator,Albino Alligator,,,Crime|Drama|Thriller,Crime|Drama|Thriller,0.0,6000000.0,-1.0,,0,
131757,Student Confidential (1987),Student Confidential,1987.0,1980.0,Comedy,Comedy,,,,,0,
153674,The Boy Who Cried Werewolf (1973),The Boy Who Cried Werewolf,1973.0,1970.0,Unknown,Unknown,,,,,0,
174525,"Vinyl: if you already knew it, you'll fall in love again. If you're a rookie, get ready!","Vinyl: if you already knew it, you'll fall in love again. If you're a rookie, get ready!",,,Documentary,Documentary,,33000.0,,,0,
143932,Dark Hazard (1934),Dark Hazard,1934.0,1930.0,Drama,Drama,,,,,0,
159704,Minbo: the Gentle Art of Japanese Extortion,Minbo: the Gentle Art of Japanese Extortion,,,Comedy|Drama,Comedy|Drama,0.0,0.0,,,0,
3098,The Natural,The Natural,,,Drama,Drama,47951979.0,28000000.0,0.7125706785714285,4.25,4,0.5590169943749475
7644,Divorce Iranian Style,Divorce Iranian Style,,,Documentary,Documentary,0.0,0.0,,,0,
74681,Pekka ja Pätkä puistotäteinä,Pekka ja Pätkä puistotäteinä,,,Comedy,Comedy,0.0,0.0,,,0,
132912,Emmanuelle 5,Emmanuelle 5,,,Action|Drama,Action|Drama,0.0,0.0,,,0,
153380,Love After Love,Love After Love,,,Romance|Drama,Romance|Drama,0.0,0.0,,,0,
451,Flesh and Bone,Flesh and Bone,,,Drama|Mystery|Romance,Drama|Mystery|Romance,9488998.0,0.0,,,0,
150918,The Hi-Jackers (1963),The Hi-Jackers,1963.0,1960.0,Crime,Crime,,,,,0,
140403,Jonny Quest Vs. The Cyber Insects,Jonny Quest Vs. The Cyber Insects,,,Action|Adventure|Animation,Action|Adventure|Animation,0.0,0.0,,,0,
71106,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,,,Drama|Comedy|Science Fiction|Romance,Drama|Comedy|Science Fiction|Romance,0.0,0.0,,,0,
199732,Heaven's Lost Property Final: Eternal My Master (2014),Heaven's Lost Property Final: Eternal My Master,2014.0,2010.0,Action|Animation|Romance,Action|Animation|Romance,,,,,0,
5223,Pauline & Paulette,Pauline & Paulette,,,Drama|Comedy,Drama|Comedy,0.0,0.0,,,0,
164171,Jeremy,Jeremy,,,Comedy,Comedy,0.0,0.0,,,0,
152097,Hayride 2 (2015),Hayride 2,2015.0,2010.0,Action|Horror|Thriller,Action|Horror|Thriller,,,,,0,
4684,Worth Winning,Worth Winning,,,Comedy|Romance,Comedy|Romance,0.0,0.0,,,0,
150230,Cool Cat Saves the Kids,Cool Cat Saves the Kids,,,Action|Comedy|Crime|Drama|Family|Fantasy|Music|Thriller,Action|Comedy|Crime|Drama|Family|Fantasy|Music|Thriller,0.0,50000.0,-1.0,,0,
134800,Ventoux,Ventoux,,,Drama,Drama,0.0,0.0,,,0,
808,Alaska,Alaska,,,Adventure,Adventure,0.0,23000000.0,-1.0,1.0,1,
149148,Dark Awakening,Dark Awakening,,,Horror|Mystery|Thriller,Horror|Mystery|Thriller,0.0,0.0,,,0,
177053,Alive and Kicking (2017),Alive and Kicking,2017.0,2010.0,Documentary,Documentary,,,,,0,
181171,Versus: The Life and Films of Ken Loach (2016),Versus: The Life and Films of Ken Loach,2016.0,2010.0,Documentary,Documentary,,,,,0,
44653,Money (L'argent) (1983),Money (L'argent),1983.0,1980.0,Crime|Drama,Crime|Drama,,0.0,,,0,
200782,Shred (2008),Shred,2008.0,2000.0,Comedy,Comedy,,,,,0,
198103,Let the Girls Play (2018),Let the Girls Play,2018.0,2010.0,Comedy,Comedy,,,,,0,
196437,Bob Lazar: Area 51 and Flying Saucers (2018),Bob Lazar: Area 51 and Flying Saucers,2018.0,2010.0,Documentary,Documentary,,,,2.5,1,
192851,Love Is All (2007),Love Is All,2007.0,2000.0,Comedy|Romance,Comedy|Romance,,,,,0,
137,Released,Released,,,Comedy,Comedy,,0.0,,,0,
125475,The Painted Hills,The Painted Hills,,,Action|Adventure|Drama|Family,Action|Adventure|Drama|Family,0.0,0.0,,,0,
57754,Bamako,Bamako,,,Drama,Drama,111000.0,2000000.0,-0.9445,,0,
173329,Magyar vándor,Magyar vándor,,,Adventure|Comedy,Adventure|Comedy,0.0,0.0,,,0,
95896,388 Arletta Avenue,388 Arletta Avenue,,,Thriller|Horror,Thriller|Horror,0.0,0.0,,,0,
3876,Jerry and Tom,Jerry and Tom,,,Action|Comedy|Drama|Crime,Action|Comedy|Drama|Crime,0.0,0.0,,,0,
78000,Deficit,Deficit,,,Foreign|Drama,Foreign|Drama,0.0,0.0,,,0,
103883,2 Guns,2 Guns,,,Action|Comedy|Crime,Action|Comedy|Crime,131940411.0,61000000.0,1.1629575573770492,,0,
5433,Silver Bullet,Silver Bullet,,,Horror,Horror,0.0,0.0,,4.0,2,1.0
141962,For Elise,For Elise,,,Horror|Mystery,Horror|Mystery,0.0,0.0,,,0,
195187,The 14 Amazons (1972),The 14 Amazons,1972.0,1970.0,Action|Adventure,Action|Adventure,,,,,0,
59547,The Ron Clark Story,The Ron Clark Story,,,TV Movie|Drama,TV Movie|Drama,0.0,0.0,,,0,
147060,"[{'iso_639_1': 'fr', 'name': 'Français'}]","[{'iso_639_1': 'fr', 'name': 'Français'}]",,,Comedy,Comedy,,0.0,,,0,
130050,Digging Up the Marrow,Digging Up the Marrow,,,Thriller|Mystery|Horror|Fantasy,Thriller|Mystery|Horror|Fantasy,0.0,0.0,,,0,
25742,Destiny,Destiny,,,Thriller|Drama|Fantasy,Thriller|Drama|Fantasy,0.0,0.0,,,0,
177491,The Movie about Alekseev (2014),The Movie about Alekseev,2014.0,2010.0,Drama,Drama,,,,,0,
134947,Dirt! The Movie (2009),Dirt! The Movie,2009.0,2000.0,Documentary,Documentary,,0.0,,,0,
170501,"[{'iso_639_1': 'en', 'name': 'English'}]","[{'iso_639_1': 'en', 'name': 'English'}]",,,War|Drama|History|Romance,War|Drama|History|Romance,,20000000.0,,,0,
69626,Houdini,Houdini,,,Drama|Romance|History,Drama|Romance|History,0.0,0.0,,,0,
187197,Hitler's Hollywood (2017),Hitler's Hollywood,2017.0,2010.0,Documentary,Documentary,,,,,0,
183671,Spielberg (2017),Spielberg,2017.0,2010.0,Documentary,Documentary,,,,,0,
203280,Ask Dr. Ruth (2019),Ask Dr. Ruth,2019.0,2010.0,Documentary,Documentary,,,,,0,
78201,The Past Is a Foreign Land,The Past Is a Foreign Land,,,Drama,Drama,0.0,0.0,,,0,
155257,Zwischen Schanghai und St. Pauli (1962),Zwischen Schanghai und St. Pauli,1962.0,1960.0,Crime|Drama,Crime|Drama,,,,,0,
128830,Plastic Bag,Plastic Bag,,,Drama,Drama,0.0,0.0,,,0,
181861,Let's Stick Together (1952),Let's Stick Together,1952.0,1950.0,Animation,Animation,,,,,0,
102035,The Holding,The Holding,,,Thriller,Thriller,0.0,3000000.0,-1.0,,0,
136154,Bravissimo (1955),Bravissimo,1955.0,1950.0,Comedy,Comedy,,,,,0,
158224,Dernier atout (1942),Dernier atout,1942.0,1940.0,Unknown,Unknown,,,,,0,
128289,Marguerite of the Night (1955),Marguerite of the Night,1955.0,1950.0,Drama|Fantasy,Drama|Fantasy,,,,,0,
130602,Cauldron of Blood (1970),Cauldron of Blood,1970.0,1970.0,Horror,Horror,,,,,0,
149848,Angels' Alley,Angels' Alley,,,Drama|Comedy|Crime,Drama|Comedy|Crime,0.0,0.0,,,0,
6832,Regarding Henry,Regarding Henry,,,Drama,Drama,0.0,0.0,,,0,
139118,Nearlyweds,Nearlyweds,,,Romance|TV Movie,Romance|TV Movie,0.0,0.0,,,0,
189231,The Curse of Kazuo Umezu (1990),The Curse of Kazuo Umezu,1990.0,1990.0,Animation|Horror,Animation|Horror,,,,,0,
103663,Death Is a Woman,Death Is a Woman,,,Drama|Mystery,Drama|Mystery,0.0,0.0,,,0,
141650,Soul Boys of the Western World,Soul Boys of the Western World,,,Documentary|Music,Documentary|Music,0.0,0.0,,,0,
118202,There is one single industry destroying the planet more than any other. But no one wants to talk about it...,There is one single industry destroying the planet more than any other. But no one wants to talk about it...,,,Documentary,Documentary,,117.0,,5.0,1,
6396,Dementia 13,Dementia 13,,,Horror|Thriller,Horror|Thriller,0.0,30000.0,-1.0,,0,
185145,Gregorio (1982),Gregorio,1982.0,1980.0,Drama,Drama,,,,,0,
171635,Gnomes and Trolls: The Secret Chamber (2008),Gnomes and Trolls: The Secret Chamber,2008.0,2000.0,Animation|Children,Animation|Children,,,,,0,
117885,2014-11-29,2014-11-29,,,Comedy|Family,Comedy|Family,,0.0,,,0,
166743,Serena,Serena,,,Documentary,Documentary,0.0,0.0,,,0,
73064,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]","[{'iso_639_1': 'de', 'name': 'Deutsch'}]",,,Drama,Drama,,0.0,,,0,
183297,The Wicked One (2017),The Wicked One,2017.0,2010.0,Horror|Thriller,Horror|Thriller,,,,,0,
186679,Parava (2017),Parava,2017.0,2010.0,Comedy,Comedy,,,,,0,
205577,The Night My Number Came Up (1955),The Night My Number Came Up,1955.0,1950.0,Thriller,Thriller,,,,,0,
197477,Mazinger Z vs The Great Dark General (1974),Mazinger Z vs The Great Dark General,1974.0,1970.0,Action|Adventure|Animation,Action|Adventure|Animation,,,,,0,
110127,Noah,Noah,,,Drama|Adventure,Drama|Adventure,362637473.0,125000000.0,1.901099784,2.5,1,
2027,Jane Austen's Mafia!,Jane Austen's Mafia!,,,Comedy|Crime,Comedy|Crime,19000000.0,10000000.0,0.9,3.0,1,
133063,From Corleone to Brooklyn (1979),From Corleone to Brooklyn,1979.0,1970.0,Crime,Crime,,,,,0,
34177,The Hindenburg,The Hindenburg,,,History|Drama|Thriller,History|Drama|Thriller,0.0,15000000.0,-1.0,,0,
74099,Virginia City,Virginia City,,,Action|Western,Action|Western,0.0,0.0,,,0,
140491,"Puff, the Magic Dragon","Puff, the Magic Dragon",,,Animation|Family|Fantasy,Animation|Family|Fantasy,0.0,0.0,,,0,
129875,Pigs with a P.38,Pigs with a P.38,,,Action|Crime|Drama,Action|Crime|Drama,0.0,0.0,,,0,
190231,Lucky Kids (1936),Lucky Kids,1936.0,1930.0,Comedy|Romance,Comedy|Romance,,,,,0,
185251,Colpo di fulmine (1985),Colpo di fulmine,1985.0,1980.0,Comedy,Comedy,,,,,0,
158496,The Flame Within (1935),The Flame Within,1935.0,1930.0,Drama,Drama,,,,,0,
140471,The Pretender: Island of the Haunted,The Pretender: Island of the Haunted,,,TV Movie|Action|Crime|Mystery,TV Movie|Action|Crime|Mystery,0.0,0.0,,,0,
156208,Smoky (1966),Smoky,1966.0,1960.0,Western,Western,,,,,0,
131624,Apartment Troubles,Apartment Troubles,,,Drama|Comedy,Drama|Comedy,0.0,0.0,,,0,
142584,Scanner Cop,Scanner Cop,,,Science Fiction|Horror,Science Fiction|Horror,0.0,0.0,,,0,
150890,Destined for Blues,Destined for Blues,,,Drama|Music,Drama|Music,0.0,0.0,,,0,
170849,In Memory of My Father,In Memory of My Father,,,Comedy|Drama,Comedy|Drama,0.0,0.0,,,0,
201560,Persian Series #6 (2000),Persian Series #6,2000.0,2000.0,Unknown,Unknown,,,,,0,
151709,Zero,Zero,,,Drama|Science Fiction,Drama|Science Fiction,0.0,0.0,,,0,
195207,Code 8 (2016),Code 8,2016.0,2010.0,Action|Sci-Fi,Action|Sci-Fi,,,,,0,
149524,Alligator 2 - The Mutation,Alligator 2 - The Mutation,,,Horror,Horror,0.0,0.0,,,0,
204634,Foes (1977),Foes,1977.0,1970.0,Sci-Fi,Sci-Fi,,,,,0,
173039,"[{'iso_639_1': 'en', 'name': 'English'}]","[{'iso_639_1': 'en', 'name': 'English'}]",,,Science Fiction,Science Fiction,,0.0,,,0,
93970,0.0,0.0,,,Crime|Comedy,Crime|Comedy,,0.0,,,0,
190007,The Village of No Return (2017),The Village of No Return,2017.0,2010.0,Comedy,Comedy,,,,,0,
163166,Footlight Serenade (1942),Footlight Serenade,1942.0,1940.0,Unknown,Unknown,,,,,0,
154075,Dabangg,Dabangg,,,Action|Comedy|Crime,Action|Comedy|Crime,0.0,9370000.0,-1.0,,0,
122519,The Search for Santa Paws,The Search for Santa Paws,,,Adventure,Adventure,0.0,0.0,,,0,
176237,The One-Man Band,The One-Man Band,,,Fantasy|Action|Thriller,Fantasy|Action|Thriller,0.0,0.0,,,0,
133435,La Compagna di Viaggio (1980),La Compagna di Viaggio,1980.0,1980.0,Comedy,Comedy,,,,,0,
84506,Silent Souls,Silent Souls,,,Drama,Drama,0.0,0.0,,,0,
208779,Emu Runner (2018),Emu Runner,2018.0,2010.0,Children|Drama,Children|Drama,,,,,0,
150477,Blood on the Streets,Blood on the Streets,,,Action|Crime|Drama,Action|Crime|Drama,0.0,0.0,,,0,
199111,The Past (2007),The Past,2007.0,2000.0,Drama|Romance,Drama|Romance,,,,,0,
5140,The Bad News Bears Go to Japan,The Bad News Bears Go to Japan,,,Comedy|Family,Comedy|Family,0.0,0.0,,,0,
57183,Taare Zameen Par,Taare Zameen Par,,,Drama,Drama,28430000.0,2600000.0,9.934615384615384,,0,
100240,A Woman's Face,A Woman's Face,,,Drama|Thriller,Drama|Thriller,0.0,0.0,,,0,
140275,Tales of the Night,Tales of the Night,,,Fantasy|Animation,Fantasy|Animation,0.0,0.0,,,0,
169398,Savage Abduction,Savage Abduction,,,Horror|Thriller,Horror|Thriller,0.0,0.0,,,0,
92740,Chapiteau-Show,Chapiteau-Show,,,Comedy,Comedy,393816.0,2000000.0,-0.803092,,0,
8640,King Arthur,King Arthur,,,Adventure|War|History,Adventure|War|History,203567857.0,120000000.0,0.6963988083333333,5.0,1,
5949,Intacto,Intacto,,,Action|Comedy|Drama|Romance|Science Fiction|Thriller,Action|Comedy|Drama|Romance|Science Fiction|Thriller,0.0,0.0,,,0,
182177,Toby Tortoise Returns (1936),Toby Tortoise Returns,1936.0,1930.0,Animation,Animation,,,,,0,
127327,Khan Kluay (2006),Khan Kluay,2006.0,2000.0,Adventure|Animation|Children,Adventure|Animation|Children,,,,,0,
207291,Another Man's Wife (2011),Another Man's Wife,2011.0,2010.0,Thriller,Thriller,,,,,0,
8845,No End,No End,,,Drama|Fantasy,Drama|Fantasy,0.0,0.0,,,0,
71374,Hellraiser: Hellworld,Hellraiser: Hellworld,,,Horror|Thriller,Horror|Thriller,0.0,5000000.0,-1.0,,0,
121336,Big City (2007),Big City,2007.0,2000.0,Adventure|Children|Western,Adventure|Children|Western,,,,,0,
169000,Mickey's Gala Premier,Mickey's Gala Premier,,,Animation,Animation,0.0,0.0,,,0,
137958,"[{'iso_639_1': 'en', 'name': 'English'}]","[{'iso_639_1': 'en', 'name': 'English'}]",,,Comedy,Comedy,,0.0,,,0,
131198,Blueberry Hill,Blueberry Hill,,,Drama,Drama,0.0,0.0,,,0,
138694,Gettin' It,Gettin' It,,,Comedy,Comedy,0.0,0.0,,,0,
184495,The Constant Factor (1980),The Constant Factor,1980.0,1980.0,Drama,Drama,,,,,0,
171077,King Frat (1979),King Frat,1979.0,1970.0,Comedy,Comedy,,,,,0,
155024,Summer Camp Nightmare,Summer Camp Nightmare,,,Thriller|Drama,Thriller|Drama,0.0,0.0,,,0,
169024,The Teacher's Diary,The Teacher's Diary,,,Drama|Romance,Drama|Romance,0.0,0.0,,,0,
201084,Sugar Cookies (1973),Sugar Cookies,1973.0,1970.0,Drama,Drama,,,,,0,
139867,Saving Grace (2010),Saving Grace,2010.0,2010.0,Unknown,Unknown,,,,,0,
173063,The Skydivers,The Skydivers,,,Drama,Drama,0.0,0.0,,,0,
