userId,segment,rating_count,avg_rating,unique_movies_rated
71960,Heavy,1,5.0,1
65317,Heavy,1,4.0,1
141912,Heavy,1,4.0,1
38828,Heavy,1,2.0,1
29893,Heavy,1,3.0,1
53146,Heavy,1,4.5,1
96805,Heavy,1,3.0,1
73248,Heavy,1,4.0,1
102386,Heavy,1,1.0,1
41449,Heavy,3,3.3333333333333335,3
141742,Heavy,1,4.0,1
149056,Heavy,1,1.0,1
57881,Heavy,1,3.5,1
155793,Heavy,1,5.0,1
153048,Heavy,1,3.5,1
152987,Heavy,1,1.0,1
60401,Heavy,1,2.5,1
59354,Heavy,1,5.0,1
4006,Heavy,2,4.5,2
59477,Heavy,2,3.25,2
148960,Heavy,2,3.0,2
126619,Heavy,1,3.0,1
70294,Heavy,1,4.0,1
59363,Heavy,2,3.75,2
115936,Heavy,1,4.0,1
98714,Heavy,1,3.5,1
94254,Heavy,1,3.0,1
124999,Heavy,1,4.0,1
132631,Heavy,1,3.0,1
37735,Heavy,2,4.5,2
87938,Heavy,1,4.0,1
31535,Heavy,1,5.0,1
85535,Heavy,1,5.0,1
88835,Heavy,1,3.0,1
73595,Heavy,1,4.5,1
29386,Heavy,1,1.5,1
66581,Heavy,1,4.5,1
125508,Heavy,1,4.0,1
38696,Heavy,1,1.0,1
28884,Heavy,1,4.5,1
157963,Heavy,1,3.0,1
105616,Heavy,1,2.0,1
74608,Heavy,3,3.6666666666666665,3
71191,Heavy,1,4.0,1
44080,Heavy,1,3.5,1
45991,Heavy,1,4.0,1
154277,Heavy,1,3.5,1
97131,Heavy,1,3.0,1
75220,Heavy,1,3.5,1
143370,Heavy,1,4.0,1
72536,Heavy,4,2.875,4
22958,Heavy,1,4.0,1
14810,Heavy,1,4.0,1
36618,Heavy,4,3.625,4
79938,Heavy,2,3.25,2
114920,Heavy,2,3.25,2
149144,Heavy,1,2.0,1
15208,Heavy,1,2.5,1
78309,Heavy,1,5.0,1
105666,Heavy,2,2.75,2
112853,Heavy,1,4.0,1
61613,Heavy,1,3.0,1
134926,Heavy,1,2.0,1
91880,Heavy,1,3.0,1
146442,Heavy,1,1.5,1
54071,Heavy,2,3.0,2
107293,Heavy,1,3.0,1
46828,Heavy,2,3.5,2
59471,Heavy,5,3.0,5
67192,Heavy,2,3.5,2
157915,Heavy,1,4.0,1
1158,Heavy,1,4.5,1
25469,Heavy,2,3.0,2
146336,Heavy,3,3.8333333333333335,3
53009,Heavy,1,2.5,1
120101,Heavy,1,3.0,1
128049,Heavy,1,3.5,1
29836,Heavy,2,4.5,2
5188,Heavy,1,5.0,1
68141,Heavy,1,4.0,1
19478,Heavy,1,4.0,1
102195,Heavy,1,1.5,1
22826,Heavy,1,5.0,1
64943,Heavy,1,4.0,1
103009,Heavy,1,4.0,1
139868,Heavy,1,4.0,1
71980,Heavy,1,4.0,1
42757,Heavy,1,4.0,1
27352,Heavy,1,4.0,1
83229,Heavy,1,4.5,1
14525,Heavy,1,3.0,1
125501,Heavy,1,2.0,1
104907,Heavy,1,4.5,1
46097,Heavy,1,4.0,1
9276,Heavy,1,3.5,1
54232,Heavy,2,3.25,2
14455,Heavy,1,4.5,1
6233,Heavy,1,2.5,1
148493,Heavy,1,4.5,1
134566,Heavy,1,5.0,1
139815,Heavy,1,4.0,1
115205,Heavy,1,5.0,1
28777,Heavy,1,3.5,1
162182,Heavy,1,3.0,1
27432,Heavy,1,4.0,1
155626,Heavy,1,1.0,1
64411,Heavy,1,4.5,1
21923,Heavy,1,3.5,1
42447,Heavy,2,4.0,2
50861,Heavy,1,4.0,1
56608,Heavy,1,5.0,1
80948,Heavy,1,0.5,1
42641,Heavy,1,3.0,1
2645,Heavy,1,4.0,1
16628,Heavy,1,4.0,1
69245,Heavy,1,4.5,1
35588,Heavy,1,3.0,1
7038,Heavy,1,3.5,1
67842,Heavy,1,3.5,1
32345,Heavy,1,4.5,1
5703,Heavy,1,4.5,1
50393,Heavy,1,3.0,1
42953,Heavy,1,4.0,1
6841,Heavy,1,5.0,1
27522,Heavy,1,4.0,1
27987,Heavy,1,1.0,1
28963,Heavy,1,3.5,1
67966,Heavy,2,3.0,2
122716,Heavy,1,5.0,1
78648,Heavy,1,2.5,1
29970,Heavy,1,3.0,1
71231,Heavy,1,3.5,1
51200,Heavy,1,2.0,1
74957,Heavy,1,3.5,1
3123,Heavy,1,4.0,1
156845,Heavy,1,4.0,1
43207,Heavy,1,5.0,1
123012,Heavy,1,4.5,1
67490,Heavy,1,2.0,1
92236,Heavy,1,3.0,1
83051,Heavy,1,3.0,1
71476,Heavy,1,4.0,1
33687,Heavy,1,4.0,1
144835,Heavy,1,4.0,1
149477,Heavy,1,4.0,1
126199,Heavy,1,4.0,1
11670,Heavy,1,2.0,1
81132,Heavy,1,3.0,1
74259,Heavy,1,3.5,1
153055,Heavy,1,5.0,1
3630,Heavy,1,4.0,1
19379,Heavy,3,3.6666666666666665,3
118882,Heavy,1,4.0,1
62575,Heavy,1,3.0,1
20396,Heavy,1,4.5,1
48670,Heavy,1,5.0,1
32658,Heavy,1,4.0,1
35684,Heavy,1,2.5,1
160376,Heavy,1,3.5,1
110841,Heavy,1,1.0,1
23106,Heavy,2,2.5,2
81176,Heavy,1,5.0,1
18898,Heavy,1,2.5,1
21457,Heavy,1,5.0,1
8239,Heavy,1,1.0,1
85011,Heavy,3,2.8333333333333335,3
116004,Heavy,2,3.5,2
81882,Heavy,1,5.0,1
151912,Heavy,1,1.5,1
103669,Heavy,1,3.5,1
96751,Heavy,1,3.0,1
41752,Heavy,1,3.0,1
110681,Heavy,1,3.5,1
39078,Heavy,1,3.5,1
131429,Heavy,3,1.8333333333333333,3
61624,Heavy,1,2.0,1
84743,Heavy,1,3.5,1
155025,Heavy,1,3.0,1
46053,Heavy,1,4.0,1
58667,Heavy,1,2.5,1
25082,Heavy,4,3.25,4
24600,Heavy,1,5.0,1
103929,Heavy,1,3.5,1
76017,Heavy,1,1.5,1
20734,Heavy,1,3.0,1
68085,Heavy,1,4.0,1
83979,Heavy,1,3.0,1
38928,Heavy,1,4.0,1
39323,Heavy,1,3.5,1
55148,Heavy,3,3.1666666666666665,3
19140,Heavy,1,4.0,1
33844,Heavy,8,3.3125,8
41404,Heavy,2,1.75,2
47490,Heavy,1,4.0,1
12899,Heavy,2,4.0,2
157878,Heavy,2,4.0,2
137752,Heavy,1,4.0,1
77687,Heavy,1,3.0,1
65841,Heavy,1,3.0,1
92280,Heavy,1,5.0,1
11127,Heavy,2,3.25,2
108479,Heavy,1,5.0,1
133872,Heavy,1,4.5,1
147434,Heavy,1,4.5,1
147993,Heavy,2,4.0,2
156615,Heavy,1,3.0,1
40193,Heavy,1,5.0,1
60322,Heavy,1,1.5,1
86786,Heavy,1,1.0,1
19976,Heavy,2,4.25,2
78616,Heavy,3,3.6666666666666665,3
59253,Heavy,2,4.5,2
33684,Heavy,2,3.0,2
2115,Heavy,1,4.5,1
124783,Heavy,1,3.5,1
13158,Heavy,1,4.0,1
144167,Heavy,1,3.5,1
17047,Heavy,2,3.75,2
10336,Heavy,1,1.0,1
73360,Heavy,3,3.0,3
148826,Heavy,1,1.5,1
111849,Heavy,2,4.0,2
64665,Heavy,1,5.0,1
72145,Heavy,1,5.0,1
24320,Heavy,1,3.5,1
84992,Heavy,1,3.5,1
47574,Heavy,1,3.0,1
12001,Heavy,1,4.5,1
151285,Heavy,1,4.5,1
48735,Heavy,1,3.5,1
110424,Heavy,1,3.0,1
116011,Heavy,1,3.0,1
18791,Heavy,1,5.0,1
79019,Heavy,2,1.5,2
77987,Heavy,2,3.0,2
37333,Heavy,1,4.5,1
89467,Heavy,1,2.0,1
25488,Heavy,1,3.0,1
44354,Heavy,3,3.1666666666666665,3
45063,Heavy,1,5.0,1
42984,Heavy,1,3.0,1
73381,Heavy,1,5.0,1
26150,Heavy,1,3.5,1
66869,Heavy,1,3.0,1
35625,Heavy,1,4.0,1
75829,Heavy,1,4.5,1
5846,Heavy,1,4.5,1
86590,Heavy,1,2.5,1
21543,Heavy,1,4.5,1
118390,Heavy,1,4.0,1
39602,Heavy,1,4.0,1
58007,Heavy,1,3.0,1
82692,Heavy,1,3.5,1
88238,Heavy,2,4.25,2
70678,Heavy,2,3.75,2
161762,Heavy,1,4.0,1
35824,Heavy,1,4.0,1
37143,Heavy,1,3.0,1
55828,Heavy,2,3.25,2
24641,Heavy,2,1.75,2
77038,Heavy,1,4.0,1
111075,Heavy,1,2.5,1
74109,Heavy,1,3.0,1
75284,Heavy,1,3.5,1
51078,Heavy,1,3.5,1
86420,Heavy,2,4.25,2
41849,Heavy,2,4.0,2
65928,Heavy,1,5.0,1
74043,Heavy,1,4.0,1
141420,Heavy,1,3.5,1
27111,Heavy,3,4.166666666666667,3
158855,Heavy,1,3.0,1
131164,Heavy,1,5.0,1
52939,Heavy,1,5.0,1
104226,Heavy,1,2.0,1
84146,Heavy,6,2.6666666666666665,6
541,Heavy,1,4.5,1
47558,Heavy,1,4.5,1
34511,Heavy,2,4.25,2
31776,Heavy,1,2.0,1
11587,Heavy,2,3.5,2
66475,Heavy,1,3.0,1
35090,Heavy,1,4.0,1
147196,Heavy,1,2.0,1
40914,Heavy,1,3.0,1
130649,Heavy,1,2.0,1
133607,Heavy,2,0.5,2
79858,Heavy,1,2.0,1
80326,Heavy,1,3.0,1
117549,Heavy,2,2.5,2
26484,Heavy,1,1.0,1
155511,Heavy,1,3.0,1
124838,Heavy,1,5.0,1
3484,Heavy,2,4.25,2
96265,Heavy,1,2.0,1
87076,Heavy,1,5.0,1
122869,Heavy,1,4.0,1
93751,Heavy,1,4.0,1
64901,Heavy,1,3.0,1
20055,Heavy,10,3.05,10
37756,Heavy,2,2.75,2
137100,Heavy,1,3.5,1
71098,Heavy,1,3.0,1
82970,Heavy,1,4.0,1
64786,Heavy,1,3.0,1
3394,Heavy,2,4.5,2
70361,Heavy,1,3.0,1
5742,Heavy,3,2.0,3
28704,Heavy,1,5.0,1
60057,Heavy,1,3.0,1
32010,Heavy,1,2.0,1
55615,Heavy,1,3.0,1
104438,Heavy,1,3.5,1
41185,Heavy,2,4.25,2
79178,Heavy,1,4.0,1
56336,Heavy,1,3.0,1
45004,Heavy,1,2.5,1
3029,Heavy,2,2.75,2
21178,Heavy,1,3.5,1
69647,Heavy,2,3.25,2
37213,Heavy,1,3.5,1
87510,Heavy,1,4.0,1
36883,Heavy,1,3.5,1
136825,Heavy,1,3.5,1
65356,Heavy,1,4.0,1
27094,Heavy,1,5.0,1
31944,Heavy,2,2.75,2
50883,Heavy,3,3.5,3
11305,Heavy,1,3.5,1
30432,Heavy,1,2.0,1
161165,Heavy,1,4.0,1
49403,Heavy,5,2.0,5
43480,Heavy,4,3.125,4
2765,Heavy,1,3.0,1
118666,Heavy,1,3.5,1
16377,Heavy,2,3.25,2
2523,Heavy,1,4.0,1
58668,Heavy,1,5.0,1
62405,Heavy,1,4.5,1
2315,Heavy,1,3.0,1
17069,Heavy,1,4.0,1
55507,Heavy,2,4.5,2
82893,Heavy,1,4.0,1
45593,Heavy,1,4.0,1
145944,Heavy,1,3.0,1
107607,Heavy,1,4.5,1
40333,Heavy,2,3.0,2
89795,Heavy,1,3.0,1
116906,Heavy,1,3.0,1
74387,Heavy,1,5.0,1
70758,Heavy,1,5.0,1
74130,Heavy,4,3.25,4
119208,Heavy,1,4.0,1
82247,Heavy,1,4.5,1
6657,Heavy,1,3.0,1
74295,Heavy,3,3.5,3
29495,Heavy,2,3.75,2
140748,Heavy,1,3.5,1
137293,Heavy,2,3.5,2
130276,Heavy,1,4.0,1
103988,Heavy,1,3.0,1
77468,Heavy,1,4.0,1
101418,Heavy,1,4.0,1
89860,Heavy,1,4.5,1
43091,Heavy,1,3.5,1
154222,Heavy,1,4.0,1
27304,Heavy,3,2.3333333333333335,3
118619,Heavy,1,5.0,1
3588,Heavy,1,5.0,1
71790,Heavy,1,2.0,1
4225,Heavy,1,5.0,1
29730,Heavy,1,3.0,1
135026,Heavy,1,3.0,1
116335,Heavy,1,4.0,1
30656,Heavy,1,3.0,1
123422,Heavy,1,3.5,1
98889,Heavy,2,4.0,2
77175,Heavy,1,4.0,1
93719,Heavy,2,3.0,2
10878,Heavy,1,2.5,1
8957,Heavy,1,2.5,1
54379,Heavy,1,0.5,1
39423,Heavy,1,4.0,1
113822,Heavy,3,3.0,3
98570,Heavy,1,5.0,1
116248,Heavy,1,3.0,1
95075,Heavy,2,4.0,2
68169,Heavy,3,2.6666666666666665,3
133122,Heavy,2,3.25,2
6331,Heavy,1,3.0,1
92084,Heavy,1,3.5,1
153786,Heavy,1,1.0,1
21534,Heavy,2,3.25,2
142417,Heavy,1,3.0,1
108077,Heavy,1,4.5,1
9026,Heavy,1,1.0,1
71436,Heavy,1,4.0,1
125773,Heavy,2,4.5,2
7878,Heavy,1,4.0,1
50882,Heavy,1,3.5,1
77163,Heavy,1,5.0,1
82411,Heavy,1,2.0,1
147126,Heavy,1,0.5,1
20198,Heavy,1,4.0,1
17429,Heavy,1,1.0,1
112759,Heavy,1,4.0,1
75593,Heavy,2,1.5,2
59555,Heavy,1,4.0,1
78112,Heavy,1,1.0,1
9331,Heavy,1,4.0,1
147292,Heavy,1,3.0,1
21274,Heavy,1,3.0,1
120129,Heavy,1,4.0,1
98916,Heavy,1,5.0,1
105806,Heavy,1,3.5,1
39442,Heavy,1,5.0,1
126937,Heavy,1,4.0,1
117148,Heavy,1,3.0,1
115383,Heavy,1,3.0,1
140838,Heavy,1,2.0,1
21320,Heavy,1,1.5,1
89721,Heavy,1,4.0,1
57413,Heavy,1,3.5,1
143654,Heavy,1,3.5,1
48173,Heavy,1,4.0,1
84470,Heavy,2,3.25,2
67024,Heavy,4,3.75,4
5999,Heavy,1,5.0,1
36542,Heavy,1,4.0,1
115272,Heavy,1,4.5,1
78584,Heavy,1,3.5,1
120015,Heavy,2,2.75,2
147300,Heavy,1,3.0,1
26495,Heavy,1,4.5,1
13410,Heavy,1,2.5,1
113339,Heavy,2,3.75,2
75764,Heavy,1,4.0,1
18306,Heavy,5,3.1,5
97726,Heavy,1,3.0,1
2341,Heavy,1,4.0,1
122132,Heavy,1,5.0,1
75830,Heavy,2,2.75,2
17409,Heavy,1,5.0,1
105169,Heavy,1,4.0,1
121730,Heavy,1,4.5,1
29998,Heavy,2,4.0,2
81271,Heavy,1,4.0,1
124882,Heavy,1,4.5,1
23635,Heavy,2,5.0,2
31271,Heavy,1,5.0,1
32074,Heavy,1,5.0,1
160540,Heavy,3,3.1666666666666665,3
19269,Heavy,1,3.0,1
74128,Heavy,1,4.5,1
31445,Heavy,1,4.0,1
25345,Heavy,1,4.0,1
21503,Heavy,1,4.5,1
51912,Heavy,1,4.0,1
22990,Heavy,1,5.0,1
46714,Heavy,1,4.0,1
65337,Heavy,1,4.0,1
75742,Heavy,1,4.0,1
4973,Heavy,2,3.0,2
25305,Heavy,1,3.0,1
23626,Heavy,1,3.5,1
5964,Heavy,1,5.0,1
144120,Heavy,1,1.5,1
152595,Heavy,1,0.5,1
84192,Heavy,1,1.0,1
66000,Heavy,1,5.0,1
28320,Heavy,1,4.0,1
49640,Heavy,1,3.0,1
56561,Heavy,2,4.0,2
640,Heavy,1,4.0,1
160436,Heavy,1,0.5,1
97997,Heavy,1,3.0,1
55025,Heavy,1,3.5,1
1501,Heavy,1,4.0,1
95051,Heavy,1,4.0,1
3256,Heavy,1,3.0,1
45157,Heavy,1,4.5,1
154947,Heavy,1,2.5,1
3128,Heavy,1,1.0,1
78013,Heavy,2,3.25,2
41003,Heavy,3,2.6666666666666665,3
46112,Heavy,2,2.75,2
32971,Heavy,1,5.0,1
115166,Heavy,1,2.0,1
14156,Heavy,1,5.0,1
27463,Heavy,2,3.25,2
150566,Heavy,1,5.0,1
125908,Heavy,2,4.5,2
68184,Heavy,1,3.0,1
13387,Heavy,1,4.5,1
4045,Heavy,1,4.0,1
40134,Heavy,1,2.0,1
35199,Heavy,4,3.875,4
77440,Heavy,1,4.5,1
148341,Heavy,1,4.0,1
55055,Heavy,1,5.0,1
161815,Heavy,1,3.5,1
69059,Heavy,1,2.0,1
12777,Heavy,2,3.5,2
133685,Heavy,1,4.5,1
149782,Heavy,2,3.5,2
20770,Heavy,1,2.5,1
10397,Heavy,2,3.0,2
127684,Heavy,1,5.0,1
69632,Heavy,2,2.0,2
7054,Heavy,2,4.75,2
86907,Heavy,3,4.0,3
45044,Heavy,1,5.0,1
156423,Heavy,1,4.5,1
80974,Heavy,7,3.2142857142857144,7
15105,Heavy,2,4.0,2
78860,Heavy,1,3.0,1
23069,Heavy,3,1.5,3
147294,Heavy,1,4.0,1
40814,Heavy,1,4.0,1
83698,Heavy,1,4.0,1
76221,Heavy,1,5.0,1
45856,Heavy,2,3.75,2
29943,Heavy,3,2.6666666666666665,3
118304,Heavy,1,1.5,1
79472,Heavy,1,4.0,1
37216,Heavy,1,4.0,1
93206,Heavy,1,5.0,1
92197,Heavy,1,4.0,1
126970,Heavy,2,3.75,2
7032,Heavy,1,3.0,1
50088,Heavy,2,2.5,2
37287,Heavy,4,3.625,4
8746,Heavy,1,4.5,1
44946,Heavy,1,4.0,1
66367,Heavy,1,3.0,1
10689,Heavy,1,4.0,1
707,Heavy,2,3.5,2
80914,Heavy,1,4.0,1
66789,Heavy,1,4.0,1
30525,Heavy,1,5.0,1
73875,Heavy,4,2.75,4
145883,Heavy,2,3.5,2
80225,Heavy,1,4.0,1
158622,Heavy,1,1.0,1
26692,Heavy,1,3.0,1
19494,Heavy,1,3.0,1
152562,Heavy,1,4.0,1
48928,Heavy,2,3.0,2
106606,Heavy,2,4.5,2
22200,Heavy,1,4.0,1
138308,Heavy,1,3.0,1
83508,Heavy,1,2.0,1
119416,Heavy,2,2.5,2
137734,Heavy,2,3.25,2
33897,Heavy,1,5.0,1
42448,Heavy,1,5.0,1
154840,Heavy,1,3.0,1
157182,Heavy,1,4.0,1
53940,Heavy,2,2.5,2
73044,Heavy,1,4.0,1
72976,Heavy,2,4.0,2
11292,Heavy,1,5.0,1
44246,Heavy,1,4.0,1
80265,Heavy,2,3.25,2
92495,Heavy,1,2.0,1
97908,Heavy,1,5.0,1
85875,Heavy,1,3.5,1
137116,Heavy,1,3.0,1
130309,Heavy,1,3.0,1
34520,Heavy,1,5.0,1
77597,Heavy,1,5.0,1
60673,Heavy,1,1.0,1
60810,Heavy,2,3.5,2
7498,Heavy,1,4.0,1
138697,Heavy,1,2.0,1
160418,Heavy,2,3.5,2
157289,Heavy,1,2.0,1
34450,Heavy,1,5.0,1
84843,Heavy,1,3.5,1
118698,Heavy,1,3.0,1
160289,Heavy,1,1.5,1
53252,Heavy,1,2.0,1
29803,Heavy,3,2.3333333333333335,3
57362,Heavy,1,3.5,1
11979,Heavy,1,4.0,1
123262,Heavy,1,4.0,1
159757,Heavy,1,3.0,1
98503,Heavy,1,4.0,1
81795,Heavy,1,4.5,1
55145,Heavy,1,2.5,1
78068,Heavy,1,1.0,1
102284,Heavy,1,2.0,1
161157,Heavy,1,0.5,1
56282,Heavy,4,2.875,4
146737,Heavy,1,5.0,1
87530,Heavy,1,5.0,1
102872,Heavy,1,4.0,1
130097,Heavy,2,3.5,2
89025,Heavy,1,4.0,1
14343,Heavy,1,4.0,1
3937,Heavy,1,3.0,1
82839,Heavy,1,4.0,1
20761,Heavy,1,5.0,1
86837,Heavy,1,5.0,1
47259,Heavy,1,3.0,1
111273,Heavy,1,4.0,1
46205,Heavy,2,4.75,2
32943,Heavy,1,5.0,1
127647,Heavy,1,2.5,1
45993,Heavy,1,0.5,1
9835,Heavy,2,3.0,2
133761,Heavy,1,2.5,1
63867,Heavy,1,4.0,1
42032,Heavy,3,3.5,3
130509,Heavy,1,4.0,1
84550,Heavy,1,1.0,1
136241,Heavy,1,2.0,1
145691,Heavy,1,4.5,1
125590,Heavy,1,5.0,1
70627,Heavy,2,4.5,2
143544,Heavy,1,4.5,1
78421,Heavy,1,4.0,1
46610,Heavy,1,4.5,1
19092,Heavy,1,4.0,1
106498,Heavy,1,4.0,1
114316,Heavy,1,3.0,1
82816,Heavy,1,3.0,1
65900,Heavy,1,5.0,1
73024,Heavy,1,5.0,1
161634,Heavy,1,5.0,1
60305,Heavy,5,3.2,5
144308,Heavy,1,1.0,1
16945,Heavy,2,4.0,2
22100,Heavy,1,3.0,1
35844,Heavy,1,4.0,1
41437,Heavy,2,4.0,2
134093,Heavy,1,3.0,1
34334,Heavy,5,2.6,5
78438,Heavy,1,5.0,1
116281,Heavy,1,4.5,1
64018,Heavy,1,4.0,1
142012,Heavy,1,5.0,1
146697,Heavy,1,4.0,1
9174,Heavy,1,4.0,1
13254,Heavy,1,4.0,1
67150,Heavy,1,1.0,1
13068,Heavy,1,3.5,1
55584,Heavy,1,5.0,1
44767,Heavy,1,3.5,1
26189,Heavy,1,4.0,1
4095,Heavy,1,3.0,1
20958,Heavy,1,5.0,1
24507,Heavy,1,3.0,1
121496,Heavy,1,3.0,1
15972,Heavy,1,0.5,1
70318,Heavy,1,4.5,1
58999,Heavy,1,2.0,1
27355,Heavy,1,4.0,1
81825,Heavy,1,0.5,1
87168,Heavy,1,3.5,1
519,Heavy,1,4.0,1
38152,Heavy,1,3.5,1
15965,Heavy,1,4.5,1
82304,Heavy,1,0.5,1
97064,Heavy,1,3.0,1
31435,Heavy,1,4.5,1
32778,Heavy,1,3.0,1
57396,Heavy,2,3.0,2
9397,Heavy,1,1.0,1
83249,Heavy,1,4.0,1
87310,Heavy,1,3.0,1
125928,Heavy,1,2.0,1
4658,Heavy,1,4.0,1
87186,Heavy,1,4.0,1
23276,Heavy,1,4.0,1
121493,Heavy,3,3.1666666666666665,3
32563,Heavy,1,5.0,1
21590,Heavy,2,2.5,2
72437,Heavy,2,3.75,2
120065,Heavy,1,5.0,1
18960,Heavy,1,3.0,1
139175,Heavy,1,3.0,1
1748,Heavy,4,2.625,4
17716,Heavy,3,3.8333333333333335,3
12517,Heavy,2,0.75,2
92624,Heavy,1,3.5,1
10280,Heavy,1,3.0,1
74054,Heavy,1,3.0,1
161327,Heavy,1,3.5,1
63923,Heavy,1,4.0,1
120357,Heavy,1,5.0,1
145672,Heavy,1,4.0,1
71344,Heavy,2,2.5,2
116583,Heavy,1,4.5,1
16386,Heavy,1,3.0,1
7261,Heavy,1,5.0,1
23818,Heavy,1,2.0,1
36535,Heavy,1,2.0,1
127262,Heavy,1,2.0,1
76177,Heavy,1,4.0,1
161287,Heavy,1,4.0,1
30697,Heavy,1,3.0,1
6811,Heavy,1,4.0,1
106683,Heavy,1,3.0,1
68128,Heavy,1,4.5,1
103443,Heavy,1,4.5,1
8951,Heavy,1,4.0,1
82836,Heavy,2,3.25,2
113512,Heavy,1,3.0,1
87276,Heavy,1,4.5,1
124042,Heavy,1,4.0,1
54050,Heavy,1,4.0,1
89464,Heavy,3,2.8333333333333335,3
11573,Heavy,1,4.0,1
12798,Heavy,1,4.5,1
42496,Heavy,3,3.0,3
95007,Heavy,1,3.5,1
48246,Heavy,1,5.0,1
42155,Heavy,1,2.5,1
94409,Heavy,2,4.0,2
27402,Heavy,1,3.0,1
63653,Heavy,3,3.0,3
19242,Heavy,1,5.0,1
1977,Heavy,3,3.8333333333333335,3
55445,Heavy,1,3.0,1
59720,Heavy,1,5.0,1
36881,Heavy,1,4.0,1
82176,Heavy,1,5.0,1
54430,Heavy,1,2.5,1
141098,Heavy,1,3.0,1
5807,Heavy,1,3.0,1
115143,Heavy,1,5.0,1
65631,Heavy,1,4.0,1
17927,Heavy,1,1.0,1
55986,Heavy,1,5.0,1
87271,Heavy,1,4.5,1
43914,Heavy,1,5.0,1
18863,Heavy,1,4.0,1
158953,Heavy,1,3.5,1
53442,Heavy,1,4.0,1
70986,Heavy,1,2.5,1
63214,Heavy,1,5.0,1
89861,Heavy,1,4.0,1
14378,Heavy,1,4.0,1
154695,Heavy,1,4.0,1
74532,Heavy,2,2.0,2
111595,Heavy,1,4.0,1
15993,Heavy,1,2.5,1
81433,Heavy,1,4.0,1
91493,Heavy,1,4.0,1
17763,Heavy,1,2.0,1
55042,Heavy,1,4.5,1
144076,Heavy,1,4.0,1
149732,Heavy,3,3.3333333333333335,3
86034,Heavy,1,1.0,1
30450,Heavy,1,4.0,1
66328,Heavy,1,3.5,1
84595,Heavy,1,3.5,1
11017,Heavy,1,3.0,1
20643,Heavy,1,4.0,1
485,Heavy,1,2.0,1
114212,Heavy,1,4.0,1
111610,Heavy,2,3.25,2
